['3', '5', '6', '2', '9', '7', '1', '8', '4']
['1', '8', '7', '4', '5', '6', '2', '9', '3']
['2', '4', '9', '3', '1', '8', '7', '6', '5']
['6', '1', '4', '8', '2', '5', '3', '7', '9']
['8', '9', '2', '7', '6', '3', '5', '4', '1']
['5', '7', '3', '9', '4', '1', '8', '2', '6']
['7', '6', '1', '5', '8', '4', '9', '3', '2']
['4', '2', '8', '1', '3', '9', '6', '5', '7']
['9', '3', '5', '6', '7', '2', '4', '1', '8']
