['8', '5', '3', '9', '4', '6', '2', '7', '1']
['4', '6', '2', '1', '8', '7', '3', '5', '9']
['9', '7', '1', '3', '5', '2', '8', '6', '4']
['6', '8', '9', '4', '2', '5', '7', '1', '3']
['1', '2', '4', '8', '7', '3', '5', '9', '6']
['5', '3', '7', '6', '9', '1', '4', '2', '8']
['2', '9', '8', '5', '6', '4', '1', '3', '7']
['7', '1', '6', '2', '3', '8', '9', '4', '5']
['3', '4', '5', '7', '1', '9', '6', '8', '2']
