['1', '9', '6', '8', '5', '2', '7', '4', '3']
['2', '4', '7', '6', '9', '3', '1', '5', '8']
['5', '3', '8', '1', '7', '4', '2', '9', '6']
['6', '2', '4', '3', '1', '7', '9', '8', '5']
['9', '1', '3', '4', '8', '5', '6', '7', '2']
['7', '8', '5', '9', '2', '6', '3', '1', '4']
['3', '7', '1', '2', '4', '8', '5', '6', '9']
['8', '5', '2', '7', '6', '9', '4', '3', '1']
['4', '6', '9', '5', '3', '1', '8', '2', '7']
